CIL IV #,Reggio,Insula,Entrance,found?,In English,org. ,Literacy (1-3),In org. language,Context type specific,Context type general,Famous House,Category,Written by,Work,Meter,Repetition,Foreign language,Image ,Flohr Score,Socio-economic status,comments
538,7,5,14-15,,May he who damages this incur the anger of Pompeian Venus,,3,,,tabernae,,Religious,,,,,,fighting with two gladiators,2.96-3.15,low,
4933,8,5,9,,"Balbus and Fortunata, two spouses",,2,,garden,house,,Romantic,,,,,,,28.47,medium,
64,8,5,33_34,,"A bronze pitcher has disappeared from the tavern. If someone brings it back, he will receive 65 sesterces; if he hands over the theiffrom which he can reclaim the object: 84 sesterces.",,3,,,tabernae,,Civic,,,,,,,1.76,low,
3691,9,5,11,,I consider a Venus of marble to be not as favorable to me as…,,3,,atrium,house,,Religious,,,yes,,,cupid,20.85,medium,
3695,9,5,14_16,,"Melpomene, one of the Muses.",,2,,dining room,house,,Religious,,,,,,muse,30.32,medium,
5086,9,5,6,,of the town…,,2,,entrance,house,,Social,,,,,,,20.76,medium,
5087,9,5,6,,"You, who always broods over the hapiness of others…",,3,,entrance,house,,Insult,,,yes,,,,20.76,medium,
5112,9,5,18_19,,"I earn as long as I live, you will come, death, as an enemy.",,3,,façade,house,House of Jason,Civic,,,,,,,21.49,medium,
6864,9,5,11,,"Highest, greatest, Jupiter, almighty ruler! Acratus, worthless slave!",,3,,kitchen,house,,Social,,,,,,,20.85,medium,
5095,9,5,11,,"Sophe loves Asus, has a cunt, sucks it; some have seen it; if she would see he she would do a better job; a faggot would do it well.",,3,,peristyle,house, ,Insult/Sexual,,,,,,,20.85,medium,
5092,9,5,11,,"If only you could feel the fire of my love, driver, you would hasten more to see Venus. I am in love with a handsome boy. Please spur on (the horses), lets go! You've drunk, let's go take the reins and lash. Take me to Pompeii, where my sweet love is. You're meine...",,3,,peristyle,house,,Romantic,,,yes,,,,20.85,medium,
5094,9,5,11,,"Primigenius sends greetings to Successa. Bye, my little pestle!",,2,,peristyle,house,,Social,,,,,,,20.85,medium,
6865,9,5,11,,"to our…best wishes. I pray you continually, mistress, Venus Fyscia I pray you, not to me Remember me.",,3,,peristyle,house,,Social,,,,,,,20.85,medium,
5136_5138,9,5,19,,Bravo Probus!,,2,,staircase,apartment,,Social,,,,,,,,,
5156,9,5,19,,"Celer, faggot",,2,,staircase,apartment,,Insult,,,,,,,,,
5157,9,5,19,,"Good luck to Siricus, to Siricus, good luck to Siricus",,2,,staircase,apartment,,Social,,,,,,,,,
5127,9,5,19,,"Spes, with a good character, for 8 asses",,3,,staircase,apartment,,Sexual,,,,,,,,,
8055b,1,6,15,,"Aracinthus, f(reedman), 4 (victories) (died)",?,2,Aracintvs L (VICIT) IIII (PERIIT),outer wall,house,House of Ceii,Violence,,,,,,,14.19,low,
8045,1,6,15,,"Cursor greets his Tyrannus, Tyrannius greets his Cursor",?,3,"Cvrsor tyranno svo sal, tyrannvs cvrsori sal",outer wall,house,House of Ceii,Social,Written by two writers,,,,,,14.19,low,
8055a,1,6,15,,"Oceanus, f(reedman), 13 (victories) ",Meller 2011,2,Oceanvs L XIII V,outer wall,house,House of Ceii,Violence,,,,,,Two gladiators,14.19,low,
8056a,1,6,15,,"Severus, F(reedman), 13 (victories)/Albanus, lefthanded, f(reedman) 19 (victories)",?,3,Severvs L XIII albanvs sc(aeva) L XIX V,outer wall,house,House of the ceii,Violence,,,,,,Two gladiators ,14.19,low,
8031,1,6,11,,"Games, you … everywhere!",Garraffoni/Funari 2009 187,3,Mvnvs te vbiq,entrance,,,Civic,,,,,,Ampitheater,,high,
2993b-c,1,6,?,,"Secudnus, (sends greetings) to his Prima. Secundus sends greetings to his Prima.",?,3,,outer wall,,,Social,,,,yes,,,,high,
2993y,1,6,?,,"To Satrius, Valens, Agustus, Nero: Good luck",Benefiel 2010a,2,…,outer wall,,,Social,foreign,,,,,,,high,
4925,1,6,?,,Written by Antheros,,2,Anteros hoc scripsit,outer wall,,,Tagging,Antheros,,,,,,,high,
7131,1,6,1,,"Of the arms and the man, I sing w(ho) of Troy(…)of arms(…)",Milnor 2009 295-297,3,Arma virvmqve cano troiae q(vi) arm(a) ,shop,tabernae,,Reference,Virgil,"Aeneid 1,1",metrical,yes,,,3.38,low,
8034,1,6,12,,Fortunata: for 23 asses,?,2,Fortvnata A XXIII,,tabernae,,Sexual,,,,,,,2.23,low,
8055c,1,6,15,,To a beast fighter,?,2,Pisitario,,,House of the Ceii,Violence,,,,,,,14.19,low,
3200aa,1,6,13-14,,"Bye, Capella! ",?,2,Capella va,,house,House of Stallius Eros,Social,,,,,,,17-0,low,
3200d,1,6,13-14,,Whoever is in love…,?,2,Qvisqvis amat,,house,House of Stallius Eros,Romantic,,,,,,,17-0,low,
8007,1,6,2,,Of the wrath…,"Solin, 1984 287",3,Mhnin,,house,House of the cryptoporticus oecus,Reference,Homer,"Iliad 1,1",,,,,,high,
8039,1,6,15,,Castus greets his Junia ,?,2,Castvs ivniae svai sal,,,,Social,,,,,,,,high,
2487,2,6,,,"I am amazed, wall, that you have not yet collapsed, as you bear the nagging of so many writers",Keegan 2011 173-175,3,Admiror te paries non c[e]cidisse qvi tot scriptorvm taedia svstineas,,amphitheatre,,Insult,,,,yes,,,,high,
1121,2,6,,,"Best wishes for all the Pompeians and I, who am reading (this) …",?,3,Et ego qvi lego,entrance,amphitheatre,,Social,,,,,,,,high,
1118,2,6,,,Now I have taught the stones to speak kind words. Good luck to Claudius Verus,?,2,Iam docvi (si)lices verba (benign)a loqvi clavdio vero feli[c]it[e]r,entrance,amphitheatre,,Social,,,partially metrical,,,,,high,
1111,2,6,,,You have won all fights; it is one of the seven miracles!,Biville 2003 226-227,3,Omnia mvnera vicisti ton henta theamaton esti,entrance,amphitheatre,,Violence,,,,,,,,high,
1115,2,6,,,Reserved by Laelius Narcissus,?,2,Laelivs narcissvs occvpat,latrine,amphitheatre,,Civic,,,,,,,,high,
1110,2,6,,,"Bye, Echio! Bye, Iuvenis",Franklin Jr. 1987 101-102,2,Echio va ivvenis va,outer wall,amphitheatre,,Social,,,,yes,,,,high,
1097a,2,6,,,Place is reserved,?,2,Locv(s) occvp atvs est,outer wall,amphitheatre,,Civic,,,,,,,,high,
1096,2,6,,,With permission of the aediles Gnaeus Aninius Fortunatus has reserved (this place),?,3,Permissv aedilivm cn aninvs fortv natvs occ(v)p(avit),outer wall,amphitheatre,,Civic,,,,,,,,high,
7755,3,6,2,,"Polyaeus, bedroom slave of Augustus, from the land of the Marsi, (sends) greet(ings) here and everywhere to the holiest colony and the people of Pompeii, greeti(ngs) everywhere",Benefiel 2010a,3,,entrance,,,Social,,,,,,,,high,
8915,3,6,1,,"Crescens, highly decorated, the Campanian, greets his men.",,2,,façade,bar,,Social,,,,yes,,,,high,second word of uncertian meaning
8916b,3,6,1,,"Crescens, master of the girls",,2,,façade,bar,,Tagging,,,,yes,,,,high,
8917,3,6,1,,"He loves Felicula, loves Felicula, loves felicula!",,2,,façade,bar,,Romantic,,,,,,,,high,first two and last two words crossed out
8918,3,6,1,,I am dripping,,2,,façade,bar,,Sexual,,,,,,,,high,
8915c,3,6,1,,On the 8th and the 2nd it was cold in Pompeii,?,2,,façade,bar,,Civic,,,,,,,,high,
8914,3,6,1,,Written by whoever wanted to,?,2,,façade,bar,,Tagging,,,,,,,,high,
8496a-b,3,6,2,,"He who moves himself ... the colony (of Pompeii), boldly",,3,,façade,,,Civic,,,,,,,,high,
8495b-c,3,6,2,,Let's sing!,,2,,façade,,,Social,,,,,,,,high,
6641,5,6,,,"Shitter, may you be so well as to walk past this place",,2,,peristyle,,near the Porta Vesuvio,Insult,,,,,,,,medium,
7037,5,6,c,,Cirenaeus lives here,,2,,,,,Tagging,,,,,,,,medium,"odd comment on entry, unsure how to parse"
7038,5,6,,,"Dumping shit by the wall? Keep walking! If you get caught, you will definitely be punished! [So] beware",,3,,,,,Insult,,,,yes (threats for defecation common),,,,medium,
1454,6,6,17-21,,Here lives happiness,,2,,kitchen,bakery,,Social,,,,,,above and beneath a large phallus,,low,
1650,7,6,28,,"Gaius Julius Primigenius..here. And you, what are you waiting for?",,3,,atrium,house,Casa del peristilio,Sexual,,,,,,,,high,
8999,7,6,3,,Lousy sea,,2,,garden,house,,Religious,,,,,,,21.99,medium,
9048,7,6,38,,I have written satirical verses and hymns,,2,,peristyle,house,House of Cipius Pamphilius Felix,Tagging,,,,,,,15.29,low,
9008,7,6,7,,"I will play a trick on all of them, I am Maximus.",,2,,peristyle,house,,Insult/Tagging,,,,,,persons silhoette,21.08,medium,
9005,7,6,7,,What are you doing traveller? The gorge is moist.,,3,,peristyle,house,,Insult,,,,,,,21.08,medium,
9021,7,6,28,,if it concerns you…,,2,,peristyle,house,Casa del peristilio,Social,,,,,,,,high,
9027,7,6,28,,"Secundus, extraordinary cocksucker",,2,,peristyle,house,Casa del peristilio,Sexual,,,,,,,,high,
1625,7,6,29,,You are Venus! Venus!,,2,,,tabernae,,Religious,,,,,,,1.8,low,
1645,7,6,35,,"If someone perhaps wanted to violate my girl, then let Amor burn him in desolate mountains!",,3,,,tabernae,,Insult,,,yes,,,,1.73,low,
1649,7,6,35,,"Let him constrain the winds, whoever rebukes lovers, and let him forbid the waters of a stream to continue to flow.",,3,,,tabernae,,Romantic,,,,,,,1.73,low,
1647,7,6,35,,SCAMANDER,,1,,,tabernae,,Social,,,,,,,1.73,low,name of river near Troy
1644,7,6,34_35,,Mars!,,2,,,tabernae,,Religious,,,,,,,,high,
4950,8,6,4,,"Bacchis, mistress",,2,,atrium,house,,Religious,,,,,yes,hill and nature,13.58,low,
4954,8,6,5,,Fortunatus lick arse…,,2,,façade,house,,Insult,,,,,,,11.5,low,
4951,8,6,5,,The bears may devour me…,,3,,façade,house,,Reference,,,,,,,11.5,low,
4952,8,6,5,,When a poor man once…,,3,,garden,house,,Reference,,,yes,,,,11.5,low,
4957,8,6,6,,"We have wet the bed. We admut: our bad, host! Do you now ask: Why? There was'nt even a chamber pot!",,2,,,inn,,Insult,,,yes,,,,,low,
5187,9,6,8,,Messius didn't fuck anything here,,2,,atrium,house,,Sexual,,,,,,,8.48,low,
5200,9,6,d,,To Catus all the best! -And to you!,,2,,atrium,house,,Social,,,,,,,,low,
3722,9,6,,,DIDO AENEAS,,3,,dining room,,,Reference,Vergil ,Aeneid,,,,two figures,,low,
5181,9,6,8,,On November 25th in the assembly in Salinae: fine: 20 sesterces,,3,,façade,house,northwest corner of block,Civic,,,,,,,8.48,low,
5206,9,6,a-b,,"House born slave, 50 asses",,2,,façade,tabernae,,Sexual,,,,,,,,low,
5203,9,6,a-b,,"Logas, house born slave, 8 asses",,2,,façade,tabernae,,Sexual,,,,,,,,low,
5174,9,6,5,,"You, who daily bring together the fingers of your hand",,3,,façade,house,House of Oppius Gratus,Insult,,,yes,,,,27.58,medium,
5178,9,6,7,,Corus licks cunt,,2,,façade,,northwest corner of block,Sexual,,,,,,,,low,
3710,9,6,7,,"Hammillus to his companions, nor (…) his sweetest Philoth(ea)",,3,,façade,,,Social,,,,,,,,low,
3711,9,6,7,,"I, Hamillus, love Nothe this way",,2,,façade,,,Romantic,,,,,,,,low,
5198,9,6,g,,"Mystiche, bye!",,2,,peristyle,,,Social,,,,,,,,low,
5193,9,6,g,,That you lick cunt…,,2,,peristyle,,,Sexual,,,,,,,,low,
5195,9,6,g,,They will sing for me,,3,,peristyle,,,Civic,,,yes,,,,,low,
8171,1,7,18,,"Nicopolis, I fucked you, and so did Procolus and Fructus from the house of Holconius",?,3,Nicopolis fvi te ego et procvlvs et frvctvs holconi,atrium,house,"House of Niraemius, bronze trader",Sexual,,,,,,,7.58,low,
8073,1,7,1,,"Cammarus (says) to Antistius: Greetings to you, everywhere!",?,3,Antistio cammarvs vbiqve salvtem ,entrance,house,House of Paquius Proculus,Social,,,,,,,,high,
8075,1,7,1,,"Cucuta, accountant of Nero Agustus",Benefiel 2010a,2,Cvcvta ab ra(t)ioni(b)vs Neronis Avgvsti,peristyle,house,House of Paquius Proculus,Tagging,,,,,,,,high,
8119,1,7,1,,Happy Rome!,Lagner 2001 34-44,2,Roman felix,peristyle,house,House of Paquius Proculus,Civic,,,,,,Head,,high,
8137,1,7,3,,"My sweet love: may you die like this, I do love my sweetest Thais, my sweet(est)","Cugusi 2008, 65",3,Dvlcis amor perias eta taine bene amo dvlcissima mea dvlc(issima),room,house,House of Fabius Amandius,Romantic,,,,,,,,high,
8114,1,7,1,,"Desiring (…) much more, we desire…",,3,Cvpidi mvlto magis cvpimvs,,house,House of Paquius Proculus,Reference,? Popular poem,,Metrical,,,,,high,
8149,1,7,7,,Gnaeus Cornelius Sabinus,Solin 2014 96,2,Naivs cornelivs sabinvs,,house,House of the preist Amandus,Tagging,,,,,,,,high,
8160,1,7,7,,Sucks it for 3 asses,?,2,(F)ellat A III,,house,House of the preist Amandus,Sexual,,,,,,,,high,
8162,1,7,8,,"Here we are, two dear friends for life, if you ask our names…",?,3,Hic fvimvs cari dvo nos sine fine sodales nomina si (qvaeris),,tabernae,,Social,,,metrical,,,,,high,
8177,1,7,19,,"(…)to the sweetest and most beloved (…) greetings to you, hello!",?,3,(…)Dvlcissimae amantissimaeqve (…) salvtem ave,,house,,Romantic,,,,,,,,high,
8184,1,7,19,,"Bye, Hyria!",?,2,Hiria va,,house,,Social,,,,,,,,high,
8183,1,7,19,,I would dare to start something,?,2,Res avsim in(i)r( e),,house,,Social,,,,,,,,high,
8729,2,7,,,(I) wrote this on Febuary 27th,?,3,III k mart hic scr(ipsi),entrance,palaestra,,Civic,,,,,,,,high,
8625c,2,7,,,A thousand … of mine are wandering in the Sicilian …,?,3,Mille meae sicvlis errant,entrance,palaestra,,Civic,,,,,,,,high,
8760,2,7,,,"Anthus of Cosinus, dripper",?,2,Anthvs cosini dest(i)l ator,entrance,palaestra,,Tagging,,,,,,,,high,
8792a,2,7,,,Antiochus stayed here with his Cythera,?,3,Antiochvs hic mansit cvm sva cithera,entrance,palaestra,,Sexual,,,,,,,,high,
8540,2,7,,,Apsyrtus (greets) Valentina everywhere,?,2,Apsyrtvs valent ine vbiq(sal),entrance,palaestra,,Social,,,,,,,,high,
8802,2,7,,,"Bye, mouse!",?,2,Mvs v ,entrance,palaestra,,Social,,,,,,,,high,
8746,2,7,,,"Bye, Paris!",Franklin jr. 1987 96,2,Paris va,entrance,palaestra,,Social,,,,yes,,,,high,
8546b,2,7,,,Callistus played here with.. ,?,3,Calistvs hic lvsit cv,entrance,palaestra,,Social,,,,,,,,high,
8568,2,7,,,"Cupronius, really, Romulus in heaven of Mars rides horse",?,3,Cvpr on ivs epol romvl vs in caelo martis eqvita,entrance,palaestra,,Religious,Ennius,Annals,partial quote,,,,,high,
8767,2,7,,,"Floronius, fucker soldier of the 7th legion, was here and just a few women knew it and experienced it",Buonopane 2012 12-13,2,Floronivs binetas miles leg VII hic fvit neqve mvlieres sciervnt nisi pavcae et seservnt,entrance,palaestra,,Sexual/Violence,possibly 2 writers,,,,,,,high,
8768,2,7,,,"Go, go, my son, call the zephyrs!",?,3,Vade age nate vocas ze pirios,entrance,palaestra,,Reference,Virgil,Aeneid,"metrical, quote",,,,,high,
8562,2,7,,,He who has paid me for my lessions may have what he asks,Gigante 1979 225,3,Qvi mihi docendi dederit mercedem abeat qvod petit a svperis,entrance,palaestra,,Social,,,,,,,,high,
8657,2,7,,,Here we are happy! May we be fine!,?,2,Ic svmvs felices valiamvs recte,entrance,palaestra,,Social,,,,,,,,high,
8754,2,7,,,I am Quintus Vesuvius,?,2,Sv q vesvvivs,entrance,palaestra,,Tagging,,,,,,,,high,
8701,2,7,,,If there is (still) some form of shame...,?,3,Si pvdor qvis,entrance,palaestra,,Insult,,,metrical; allusion to virgil,,,,,high,
8627a-b,2,7,,,Jucundus fucker Lucilius greets his Lucida everywhere,?,2,Ivcvndvs fvtvtor lvcilvs lvcidae svae vbiqve sal,entrance,palaestra,,Insult/Social,,,,,,,,high,
8715b,2,7,,,Jucundus screws badly,Biville 2003 225,2,Ivcvdvs male cala,entrance,palaestra,,Sexual,,,,,,,,high,
8781,2,7,,,"Lib(eralis), Libera lis, Liberalis: we have come.",?,2,Lib libera lis liberalis venimvs,entrance,palaestra,,Sexual,,,,,,,,high,
8769c,2,7,,,"Lucius Istacidius ... with Primigenia here. (Also) Prima. Follow (them), Volumius!",Solin 2014 98,3,L istacivs cvm primigenia hic prima seq vere volv mnivs,entrance,palaestra,,Sexual,,,,,,,,high,
8625d,2,7,,,Marcus Atillius has been on guard here,?,2,M atillivs hic stationem fecit,entrance,palaestra,,Violence,,,,,,,,high,
8531,2,7,,,"Marcus Titinius, faggot 60",Huntley 2011 84-85,2,M titinivs cinaedvs lx,entrance,palaestra,,Sexual,,,,,,,,high,
8645,2,7,,,"Mouse, beware evil!",Milnor 2014 89-90,2,Mvs cave malvm,entrance,palaestra,,Social,,,,,,,,high,
8790a-b,2,7,,,"Mouthfucker bye, mouthfucker",?,2,(Irrv)mator va (i)rrvmato(r),entrance,palaestra,,Social,,,,,,,,high,
8785,2,7,,,"Narcis sus, Narcissus, (was) horny here. Narcissus (was) horny here.",?,2,Narci svs narcisvs sitien(s) hac narcisvs sitiens hac,entrance,palaestra,,Sexual,,,,,,,,high,
8633,2,7,,,Nauplius greets Clappus,?,2,Navplivs clappo ssal,entrance,palaestra,,Social,,,,,,,,high,
8630b,2,7,,,Nor does he stop till he has brought seven huge bodies to the ground victoriously,Milnor 2009 (308-309),3,Nec privs absistit qva septe ingentia victor corpora fvnda hvm(i),entrance,palaestra,,Violence,,,,,,,,high,
8560,2,7,,,Of the Eleusinian mother,?,3,Matris ele(v)sina[e],entrance,palaestra,,Religious,allusion to virgil,"Georgics 1, 163",metrical,,,,,high,
8805,2,7,,,On September 7th Quintus Postumius,?,2,VII idvs sep(tem)bres q postvmivs rogavit a attivm pedicarim,entrance,palaestra,,Civic,,,,,,,,high,
8660,2,7,,,Pacatus with his people has lived here in Pompeii,?,3,Pacatvs hic cvm svis masit pompeis,entrance,palaestra,,Civic,,,,,,,,high,
8617,2,7,,,"Publius Propesicunius (writes:) you're a cock, you who are reading this; do not trust what is written here",?,3,Qvi is tvc leges non es fiden ter script o ,entrance,palaestra,,Insult,,,,,,,,high,
8711b,2,7,,,"The arms that are familiar to my shoulders I will vow as your due if you are confirm and fufil my wishes, Venus (...) Synthrophus is generous",Kruschwitz 2008 236-247,3,Arma me(is) atsveta (vme)ris tibi debita pon(am) si mea c(o)mfir mas prospera vota venvs syntrophvs avget,entrance,palaestra,,Religious,,,,,,,,high,
8807a,2,7,,,To Ceius and many (she is) a handsome little doll,?,3,Ceio et mvl tis pvpa venvst,entrance,palaestra,,Social,,,,,,,,high,
8596b,2,7,,,Urbanus has played here on December 8th,?,3,Vrbanvs h(i)c lvs(it) vi idvs decem(b)rias,entrance,palaestra,,Civic,,,,,,,,high,
8623,2,7,,,Wheels … works … holds … Arepo sower (…),Benefiel 2013 67-70,3,Rotas opera tenet arepo sator (..),entrance,palaestra,,Civic,,,,,,"""magic square"" text arrangement",,high,
7989a,2,7,,,"For the health of Nero Claudius Caesar Augustus Germanicus: Great show in Pompeii by Tiberius Claudius Verus. There will be a beast fight athletes, sprinklings of water Febuary, 25th-26th. All the best wishes to Claudius Verus",Solin 1984 283,3,Pro salvte neronis clavdi ceasaris avg germanici pompeis ti clavda veri venatio athletae et sparsiones ervnt V IIII k mart CCCLXXIII clavdio vero felic,outer wall,palaestra,,Violence,,,,,,,,high,
8954,3,7,2,,Habitus greets his mistress,,2,,facade,house,House of Popidius Metellicus,Social,,,,,,,,high,
8940,3,7,1,,"Maritimus licks cunt for 4 asses, receives virgins",Varone 2002,2,,façade,tabernae,,Sexual,,,,yes,,,,high,
8938,3,7,1,,"The she-goat of Duacus, named Donata, get lost",,3,,façade,tabernae,,Insult,,,,,,,,high,
7089,5,7,4,,A great big dick you are,,3,,entrance,,,Insult,,,,,,,,medium,
7089,5,7,4,,A great big dick you are,,3,,entrance,,,Insult,,,,,,,,medium,
7080,5,7,3,,I am pregnant [...],Varone 2002/Solin 2014,2,,façade,house,,Sexual,woman,,,,,,,medium,
7086,5,7,3,,Marcus loves Spendusa,,2,,,house,,Romantic,,,,,,,,medium,
4430,6,7,1,,"Chloe says: Symphorus, bye Naevus should drop dead, he must.",,3,,dining room,,,Insult/Social,,,,,,,,low,
1410,6,7,6,,"For Venus is a weaver of webs, because she attacks my kinsman, [and] she will put trouble along his way; he must hope for a good journey. Which is also what his Ario asks.",Varone 2002,3,,entrance,house,House of Hercules,Religious,,,,,,,,low,
1282,6,7,20-22,,"Arms, poison",,3,,,house,House of the silverware,Reference,Virgil,"Aeneid 1, 1",failed quote,,,,,low,
1279,6,7,20-22,,Emperor Ortho,Benefiel 2010a,2,,,house,House of the silverware,Political,,,,,,,,low,References emperor later than Nero
1654,7,7,21,,When someone read…,,3,,atrium,house,,,,,,,,,6.12,low,
4752,7,7,2_5,,Crescens to all his fellow slaves: greetings!,,2,,column,house,,Social,,,,,,,30.21,medium,
1653,7,7,11,,"Hermaiscus, unbeaten here",,2,,façade,tabernae,,Tagging,,,,,,,2.71,low,
4788,7,7,19,,"Faustus, bring Pollianus back from exile. I … cus asks him …",,3,,façade,house,,Social,,,,,,,6.14,low,
1662,7,7,22,,"Verus…here; where he stands, nothing (is) true.",,2,,façade,tabernae,Street Altar to Jupiter,Insult,,,,,,,1.66,low,
1665,7,7,,,"Restituta with Secundus, her master",,2,,façade,,,Sexual,,,,,,,,high,
4729,7,7,2_5,,Aemilius..here,,2,,peristyle,house,,Sexual,,,,,,,30.21,medium,
4768,7,7,2_5,,"Chrome with stepmother; three tramps, father and Agla",,3,,peristyle,house,,Sexual,,,,,,,30.21,medium,
4707,7,7,2_5,,"Cissonius, a slap for the two slaves: nice shot!",,3,,peristyle,house,,Sexual,,,,,,,30.21,medium,
4777,7,7,2_5,,Confirminus (writes this): Lucius Ottacilius has died,,3,,peristyle,house,,Tagging,,,,,,,30.21,medium,
4755,7,7,2_5,,"Crescens, the architect",,2,,peristyle,house,,Tagging,,,,,,written in a boat,30.21,medium,
4753,7,7,2_5,,"Ephebus to Successus, his father: greetings!",,2,,peristyle,house,,Social,,,,,,,30.21,medium,
4765,7,7,2_5,,"Ephebus, you meddle with everything!",,3,,peristyle,house,,Insult,,,,,,,30.21,medium,
4709,7,7,2_5,,Eucarpus…here,,2,,peristyle,house,,Sexual,,,,,,,30.21,medium,
4767,7,7,2_5,,"Fumiolus (was here) with the head of the mime party, from offstage. Written by Receptus.",,3,,peristyle,house,,Civic,,,,,,,30.21,medium,
4783,7,7,2_5,,"Greetings Crescens, sweet and gentle soul!",,2,,peristyle,house,,Social,,,,,,,30.21,medium,
4758,7,7,2_5,,Hastingwise…,,3,,peristyle,house,,,,,,,,,30.21,medium,
4776,7,7,2_5,,Ladicula is a thief,,2,,peristyle,house,,Insult,,,,,,,30.21,medium,
4756,7,7,2_5,,May Clymene have it,,2,,peristyle,house,,Sexual,,,,,,phallus,30.21,medium,
4708,7,7,2_5,,Mucro…here,,2,,peristyle,house,,Sexual,,,,,,,30.21,medium,
4757,7,7,2_5,,Of arms and man..,,3,,peristyle,house,,Reference,Virgil,Aeneid,yes,,,,30.21,medium,
4764,7,7,2_5,,"Perarius, you are a thief!",,2,,peristyle,house,,Insult,,,,,,,30.21,medium,
4719,7,7,2_5,,"Restitutus, good slave",,2,,peristyle,house,,Tagging,,,,,,,30.21,medium,
4725/5148,7,7,2_5,,Romulus is beautiful.,,2,,peristyle,house,,Religious,,,,,,,30.21,medium,
4722,7,7,2_5,,SABINO here,,2,,peristyle,house,,Sexual,,,,,,a deer,30.21,medium,
2483,8,7,16,,"Mansuetus, Challenger, will, as victor, bring his shield to Venus",,3,,column,theatre,,Religious/Violence,,,,,,,,medium,
1089,8,7,16,,Good luck to the two Fabii!,,2,,,theatre,,Social,,,,,,,,medium,
1093,8,7,16,,Gutta to the Pompeians: greetings!,,3,,,theatre,,Social,,,,,,,,medium,
1088,8,7,16,,Simplex greets Fructus,,2,,,theatre,,Social,,,,,,,,medium,
4972,8,7,19,,"Caesia, if…as a little…eat, drink, play…not always…",,3,,,theatre,,Social,,,yes,,,,,medium,
4971,8,7,19,,"If you know what love can do, if you knowyourself to be a man, have mercy on me and permit me to come. Flower of Venusm give me",,3,,,theatre,,Religious,,,yes,,,,,medium,
4973,8,7,19,,Only (he can) love (who…) much is neccesary because not know to give,,3,,,theatre,,Romantic,,,yes,,,,,medium,
4966_4967,8,7,19,,"What is happening? After you, my eyes, have drawn me into the fire, you flood my cheeks without force. Bot tears cannot extinguish the flame, they burn the face and eat away at the soul. And now all neighbors take part in fire, if I allow the flame to be passed on. Made by Tiburtinus",,3,,,theatre,,Reference,Tibutinus,,yes,,,,,medium,
2462,8,7,20,,"Diophantos, Adonios, Heliodoros…Diogenes…Apollodpros…Apollonios…Epagathos",,2,,,theatre,,Tagging,,,,,,,,medium,
2461,8,7,20,,"I am amazed, wall that you have not yet collapsed….",,2,,,theatre,,Insult,,,yes,,,,,medium,
1085,8,7,20,,Paris himself: bye!,,2,,,theatre,,Social,,,,,,"Man, phallus and animal",,medium,
2460,8,7,20,,To Augustus! Good luck,,2,,,theatre,,Political,,,,,,,,medium,
2995,8,7,20,,"We came here desiring, much more we desire to leave …",,3,,,theatre,,Civic,,,yes,,,,,medium,
2523,8,7,21,,ABCDIFGH,,2,,,theatre,,Civic,children?,,,,,,,medium,
2425,8,7,21,,Dos fucks ass,,2,,,theatre,,Sexual,,,,,yes,,,medium,
2446,8,7,21,,Eros,,2,,,theatre,,Tagging,,,,,yes,,,medium,
2415,8,7,21,,"Here live the brothers Tertianus, Crescens, big cock, bye!",,3,,,theatre,,Insult/Sexual,,,,,,,,medium,
2414,8,7,21,,"I am hurrying! Bye, my dear Sava, make that you love me!",,2,,,theatre,,Romantic,,,,,,,,medium,
3202,8,7,21,,Lucrio fucks ass,,2,,,theatre,,Insult,,,,,yes,,,medium,
2457,8,7,21,,"Methe, slave of Cominia and actors of Atellan farce loves Chrestus. May the Venus of Pompeii always be favourable to both, and may they live in harmony.",,3,,,theatre,,Religious/Romantic,,,,,,,,medium,
2450,8,7,21,,"On November 21st Epaphre, Acutus and Auctus have brought to this place a woman, Tyche. The price per person was 5 asses. During the consolate of Marcus Messalla and Lucius Lentulus. 15 asses.",,3,,,theatre,,Sexual,,,,,,,,medium,
2416,8,7,21,,"The brothers Tertianus have lived here. Rufa, may you fare well, since you suck well.",,3,,,theatre,,Sexual,,,,,,,,medium,
5363,9,7,20,,18 pounds of wool,,2,,atrium,house,House of fortuna,Civic,,,,,,,25,medium,
5372,9,7,20,,I am yours for 1 as,,2,,atrium,house,House of fortuna,Romantic,woman?,,,,,,25,medium,
5373,9,7,20,,Succesus greets Felix and Fortuna,,2,,atrium,house,House of fortuna,Social,,,,,,,25,medium,
3832,9,7,22,,"Shitter, beware evil",,2,,,bar,,Insult/Social,,,,,,,,high,
5371,9,7,20,,Fortuna,,2,,column,house,House of fortuna,Religious,,,,,,,25,medium,
5348,9,7,12,,"Pheobe, pheobe, pheobe",,2,,entrance,,,Tagging,,,,yes,,,,high,
2413b,9,7,17,,"Cestilia, queen of the Pompeians, my sweet soul, bye!",,2,,entrance,apartment,,Political/Social,,,,,,,,high,
5358,9,7,19-20,,Secundus and Primigenia meet (here),,2,,façade,house,,Social,,,,,,,,medium,
5350,9,7,12_13,,Aemilius (sends) greetings to his brother Fortuanus,,2,,façade,,,Social,,,,,,,,high,
2413a,9,7,15-16,,Lucius (sends) greetings too Severus; I met Vedius Primigenius,,2,,façade,,,Social,,,,,,,,high,
2413f,9,7,15-16,,Romulus greets Cerdo; I want you to know: I have done my best for you.,,3,,façade,,,Social,,,,,,,,high,
